Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,accumulated_sum
10/14/2024 1:18:00 am,1495.8405,1455.0,26.18433,54507.958849999995
10/14/2024 1:20:00 am,1483.7355,1455.0,26.18433,55991.69435
10/14/2024 1:22:00 am,1483.10655,1455.0,26.18433,57474.800899999995
10/14/2024 1:24:00 am,1480.998,1455.0,26.18433,58955.798899999994
10/14/2024 1:26:00 am,1484.2278,1455.0,26.18433,60440.026699999995
10/14/2024 1:28:00 am,1483.03725,1455.0,26.18433,61923.063949999996
10/14/2024 1:32:00 am,1486.01595,1455.0,26.18433,63409.0799
10/14/2024 1:34:00 am,1479.3629999999998,1455.0,26.18433,64888.442899999995
10/14/2024 1:36:00 am,1486.06005,1455.0,26.18433,66374.50295
10/14/2024 1:38:00 am,1485.19875,1455.0,26.18433,67859.70169999999
10/14/2024 1:40:00 am,1485.616275,1455.0,26.18433,69345.31797499998
10/14/2024 1:42:00 am,1483.25775,1455.0,26.18433,70828.57572499999
10/14/2024 1:44:00 am,1486.8786,1455.0,26.18433,72315.45432499998
10/14/2024 1:46:00 am,1485.5124,1455.0,26.18433,73800.96672499999
10/14/2024 1:48:00 am,1486.0324500000002,1455.0,26.18433,75286.99917499999
10/14/2024 1:50:00 am,1490.4234,1455.0,26.18433,76777.42257499999
10/14/2024 1:52:00 am,1486.7442,1455.0,26.18433,78264.16677499999
10/14/2024 1:56:00 am,1487.2313250000002,1455.0,26.18433,79751.39809999999
10/14/2024 1:58:00 am,1489.6707,1455.0,26.18433,81241.0688
10/14/2024 2:00:00 am,1486.36725,1455.0,26.18433,82727.43604999999
10/14/2024 2:02:00 am,1489.1514,1455.0,26.18433,84216.58744999999
10/14/2024 2:04:00 am,1488.556725,1455.0,26.18433,85705.144175
10/14/2024 2:06:00 am,1486.4583,1455.0,26.18433,87191.60247499999
10/14/2024 2:08:00 am,1483.5015,1455.0,26.18433,88675.10397499999
10/14/2024 2:10:00 am,1491.7167,1455.0,26.18433,90166.820675
10/14/2024 2:12:00 am,1488.820725,1455.0,26.18433,91655.6414
10/14/2024 2:14:00 am,1493.08005,1455.0,26.18433,93148.72145
10/14/2024 2:16:00 am,1490.81865,1455.0,26.18433,94639.5401
10/14/2024 2:20:00 am,1485.033,1455.0,26.18433,96124.5731
10/14/2024 2:22:00 am,1487.5715249999998,1455.0,26.18433,97612.144625
10/14/2024 2:24:00 am,1490.294025,1455.0,26.18433,99102.43865
10/14/2024 2:26:00 am,1497.4503,1455.0,26.18433,100599.88895
10/14/2024 2:28:00 am,1492.20525,1455.0,26.18433,102092.09419999999
10/14/2024 2:30:00 am,1488.551475,1455.0,26.18433,103580.64567499999
10/14/2024 2:32:00 am,1494.92205,1455.0,26.18433,105075.56772499999
10/14/2024 2:34:00 am,1495.3194,1455.0,26.18433,106570.88712499998
10/14/2024 2:36:00 am,1495.4005000000006,1455.0,26.18433,108066.28762499998
10/14/2024 2:38:00 am,1502.5035,1455.0,26.18433,109568.79112499999
10/14/2024 2:40:00 am,1497.111975,1455.0,26.18433,111065.9031
10/14/2024 2:44:00 am,1496.76015,1455.0,26.18433,112562.66325
10/14/2024 2:46:00 am,1487.9634,1455.0,26.18433,114050.62664999999
10/14/2024 2:48:00 am,1492.6827,1455.0,26.18433,115543.30935
10/14/2024 2:50:00 am,1495.9545,1455.0,26.18433,117039.26385
10/14/2024 2:52:00 am,1500.245175,1455.0,26.18433,118539.509025
10/14/2024 2:54:00 am,1499.886525,1455.0,26.18433,120039.39555
10/14/2024 2:56:00 am,1499.8269,1455.0,26.18433,121539.22245
10/14/2024 2:58:00 am,1487.34795,1455.0,26.18433,123026.5704
10/14/2024 3:00:00 am,1493.147149999999,1455.0,26.18433,124519.71755
10/14/2024 3:02:00 am,1498.17795,1455.0,26.18433,126017.8955
10/14/2024 3:04:00 am,1498.7139,1455.0,26.18433,127516.6094
10/14/2024 3:08:00 am,1491.09975,1455.0,26.18433,129007.70915
10/14/2024 3:10:00 am,1494.8061,1455.0,26.18433,130502.51525
10/14/2024 3:12:00 am,1495.0195000000006,1455.0,26.18433,131997.53475
10/14/2024 3:14:00 am,1491.4932,1455.0,26.18433,133489.02795
10/14/2024 3:16:00 am,1489.70955,1455.0,26.18433,134978.7375
10/14/2024 3:18:00 am,1494.015,1455.0,26.18433,136472.7525
10/14/2024 3:20:00 am,1493.653875,1455.0,26.18433,137966.406375
10/14/2024 3:22:00 am,1487.6867000000009,1455.0,26.18433,139454.09307499998
10/14/2024 3:24:00 am,1485.35145,1455.0,26.18433,140939.44452499997
10/14/2024 3:26:00 am,1489.0540500000002,1455.0,26.18433,142428.49857499998
10/14/2024 3:28:00 am,1484.362875,1455.0,26.18433,143912.86144999997
10/14/2024 3:32:00 am,1492.3901999999998,1455.0,26.18433,145405.25164999996
10/14/2024 3:34:00 am,1484.5695,1455.0,26.18433,146889.82114999997
10/14/2024 3:36:00 am,1492.2572500000006,1455.0,26.18433,148382.07839999997
10/14/2024 3:38:00 am,1482.62295,1455.0,26.18433,149864.70134999996
10/14/2024 3:40:00 am,1487.4051,1455.0,26.18433,151352.10644999996
10/14/2024 3:42:00 am,1483.8156,1455.0,26.18433,152835.92204999996
10/14/2024 3:44:00 am,1486.213875,1455.0,26.18433,154322.13592499995
10/14/2024 3:46:00 am,1483.77675,1455.0,26.18433,155805.91267499994
10/14/2024 3:48:00 am,1488.666675,1455.0,26.18433,157294.57934999993
10/14/2024 3:50:00 am,1493.8242,1455.0,26.18433,158788.40354999993
10/14/2024 3:54:00 am,1493.68425,1455.0,26.18433,160282.08779999992
10/14/2024 3:56:00 am,1502.44875,1455.0,26.18433,161784.53654999993
10/14/2024 3:58:00 am,1498.968,1455.0,26.18433,163283.50454999993
10/14/2024 4:00:00 am,1502.763,1455.0,26.18433,164786.26754999993
10/14/2024 4:02:00 am,1501.42275,1455.0,26.18433,166287.69029999993
10/14/2024 4:04:00 am,1506.29625,1455.0,26.18433,167793.98654999994
10/14/2024 4:06:00 am,1509.4995,1455.0,26.18433,169303.48604999995
10/14/2024 4:08:00 am,1505.0895,1455.0,26.18433,170808.57554999995
10/14/2024 4:10:00 am,1502.928400000005,1455.0,26.18433,172311.50394999995
10/14/2024 4:12:00 am,1502.781525,1455.0,26.18433,173814.28547499995
10/14/2024 4:14:00 am,1503.28725,1455.0,26.18433,175317.57272499995
10/14/2024 4:18:00 am,1499.2581,1455.0,26.18433,176816.83082499995
10/14/2024 4:20:00 am,1492.1237999999998,1455.0,26.18433,178308.95462499995
10/14/2024 4:22:00 am,1492.8746500000009,1455.0,26.18433,179801.82927499997
10/14/2024 4:24:00 am,1492.0854,1455.0,26.18433,181293.91467499998
10/14/2024 4:26:00 am,1495.808475,1455.0,26.18433,182789.72314999998
10/14/2024 4:28:00 am,1498.665,1455.0,26.18433,184288.38814999998
10/14/2024 4:30:00 am,1492.75695,1455.0,26.18433,185781.1451
10/14/2024 4:32:00 am,1494.965925,1455.0,26.18433,187276.111025
10/14/2024 4:34:00 am,1494.3984499999997,1455.0,26.18433,188770.509475
10/14/2024 4:36:00 am,1499.1129,1455.0,26.18433,190269.622375
10/14/2024 4:38:00 am,1497.22545,1455.0,26.18433,191766.847825
10/14/2024 4:42:00 am,1498.683,1455.0,26.18433,193265.530825
10/14/2024 4:44:00 am,1496.07675,1455.0,26.18433,194761.607575
10/14/2024 4:46:00 am,1496.3382499999996,1455.0,26.18433,196257.945825
10/14/2024 4:48:00 am,1499.613225,1455.0,26.18433,197757.55905
10/14/2024 4:50:00 am,1497.04725,1455.0,26.18433,199254.6063
10/14/2024 4:52:00 am,1499.6772,1455.0,26.18433,200754.28350000002
10/14/2024 4:54:00 am,1501.830825,1455.0,26.18433,202256.11432500003
10/14/2024 4:56:00 am,1496.9418,1455.0,26.18433,203753.05612500003
10/14/2024 4:58:00 am,1501.5615750000002,1455.0,26.18433,205254.61770000003
10/14/2024 5:00:00 am,1490.29995,1455.0,26.18433,206744.91765000002
10/14/2024 5:02:00 am,1495.666725,1455.0,26.18433,208240.584375
10/14/2024 5:06:00 am,1494.1011,1455.0,26.18433,209734.685475
10/14/2024 5:08:00 am,1487.277975,1455.0,26.18433,211221.96345
10/14/2024 5:10:00 am,1486.9775500000003,1455.0,26.18433,212708.94100000002
10/14/2024 5:12:00 am,1491.5076749999998,1455.0,26.18433,214200.44867500002
10/14/2024 5:14:00 am,1489.0185,1455.0,26.18433,215689.46717500003
10/14/2024 5:16:00 am,1489.93635,1455.0,26.18433,217179.40352500003
10/14/2024 5:18:00 am,1491.3432,1455.0,26.18433,218670.74672500003
10/14/2024 5:20:00 am,1489.30365,1455.0,26.18433,220160.05037500002
10/14/2024 5:22:00 am,1491.3082000000004,1455.0,26.18433,221651.35857500002
10/14/2024 5:24:00 am,1494.100575,1455.0,26.18433,223145.45915
10/14/2024 5:26:00 am,1489.642725,1455.0,26.18433,224635.10187500002
10/14/2024 5:30:00 am,1496.792325,1455.0,26.18433,226131.8942
10/14/2024 5:32:00 am,1499.397525,1455.0,26.18433,227631.29172500002
10/14/2024 5:34:00 am,1495.15935,1455.0,26.18433,229126.45107500002
10/14/2024 5:36:00 am,1494.180225,1455.0,26.18433,230620.6313
10/14/2024 5:38:00 am,1498.98255,1455.0,26.18433,232119.61385
10/14/2024 5:40:00 am,1496.798025,1455.0,26.18433,233616.411875
10/14/2024 5:42:00 am,1500.707925,1455.0,26.18433,235117.1198
10/14/2024 5:44:00 am,1503.559699999995,1455.0,26.18433,236620.67949999997
10/14/2024 5:46:00 am,1500.8355,1455.0,26.18433,238121.51499999996
10/14/2024 5:48:00 am,1508.4495000000002,1455.0,26.18433,239629.96449999994
10/14/2024 5:50:00 am,1502.82675,1455.0,26.18433,241132.79124999995
10/14/2024 5:54:00 am,1499.530725,1455.0,26.18433,242632.32197499994
10/14/2024 5:56:00 am,1502.86185,1455.0,26.18433,244135.18382499993
10/14/2024 5:58:00 am,1503.507499999995,1455.0,26.18433,245638.69132499993
10/14/2024 6:00:00 am,1505.94975,1455.0,26.18433,247144.64107499993
10/14/2024 6:02:00 am,1501.8015,1455.0,26.18433,248646.44257499994
10/14/2024 6:04:00 am,1501.19775,1455.0,26.18433,250147.64032499993
10/14/2024 6:06:00 am,1505.10075,1455.0,26.18433,251652.74107499994
10/14/2024 6:08:00 am,1503.819499999995,1455.0,26.18433,253156.56057499992
10/14/2024 6:10:00 am,1501.0725,1455.0,26.18433,254657.63307499993
10/14/2024 6:12:00 am,1501.39575,1455.0,26.18433,256159.02882499993
10/14/2024 6:16:00 am,1500.1491,1455.0,26.18433,257659.17792499994
10/14/2024 6:18:00 am,1502.8515,1455.0,26.18433,259162.02942499993
10/14/2024 6:20:00 am,1502.915325,1455.0,26.18433,260664.94474999994
10/14/2024 6:22:00 am,1502.34525,1455.0,26.18433,262167.2899999999
10/14/2024 6:24:00 am,1499.9128500000002,1455.0,26.18433,263667.20284999994
10/14/2024 6:26:00 am,1499.6205,1455.0,26.18433,265166.82334999996
10/14/2024 6:28:00 am,1502.327925,1455.0,26.18433,266669.15127499995
10/14/2024 6:30:00 am,1497.567225,1455.0,26.18433,268166.71849999996
10/14/2024 6:32:00 am,1502.810200000005,1455.0,26.18433,269669.52869999997
10/14/2024 6:34:00 am,1499.35245,1455.0,26.18433,271168.88115
10/14/2024 6:36:00 am,1497.870675,1455.0,26.18433,272666.751825
10/14/2024 6:40:00 am,1500.362925,1455.0,26.18433,274167.11475
10/14/2024 6:42:00 am,1497.84165,1455.0,26.18433,275664.9564
10/14/2024 6:44:00 am,1500.87585,1455.0,26.18433,277165.83225000004
10/14/2024 6:46:00 am,1495.483425,1455.0,26.18433,278661.315675
10/14/2024 6:48:00 am,1501.6862999999998,1455.0,26.18433,280163.001975
10/14/2024 6:50:00 am,1498.957575,1455.0,26.18433,281661.95955
10/14/2024 6:52:00 am,1499.0626499999998,1455.0,26.18433,283161.0222
10/14/2024 6:54:00 am,1501.716075,1455.0,26.18433,284662.738275
10/14/2024 6:56:00 am,1503.174,1455.0,26.18433,286165.912275
10/14/2024 6:58:00 am,1501.81275,1455.0,26.18433,287667.725025
10/14/2024 7:00:00 am,1502.2095,1455.0,26.18433,289169.934525
10/14/2024 7:04:00 am,1499.711925,1455.0,26.18433,290669.64645
10/14/2024 7:06:00 am,1503.07275,1455.0,26.18433,292172.7192
10/14/2024 7:08:00 am,1502.3973,1455.0,26.18433,293675.1165
10/14/2024 7:10:00 am,1504.506,1455.0,26.18433,295179.6225
10/14/2024 7:12:00 am,1497.99765,1455.0,26.18433,296677.62015
10/14/2024 7:14:00 am,1501.6818,1455.0,26.18433,298179.30195
10/14/2024 7:16:00 am,1499.877,1455.0,26.18433,299679.17895
10/14/2024 7:18:00 am,1503.0682499999998,1455.0,26.18433,301182.2472
10/14/2024 7:20:00 am,1500.6610999999948,1455.0,26.18433,302682.90829999995
10/14/2024 7:22:00 am,1500.52455,1455.0,26.18433,304183.4328499999
10/14/2024 7:24:00 am,1503.3765,1455.0,26.18433,305686.80934999994
10/14/2024 7:28:00 am,1502.0775,1455.0,26.18433,307188.88684999995
10/14/2024 7:30:00 am,1505.0355,1455.0,26.18433,308693.92234999995
10/14/2024 7:32:00 am,1501.598800000005,1455.0,26.18433,310195.5211499999
10/14/2024 7:34:00 am,1508.1045,1455.0,26.18433,311703.62564999994
10/14/2024 7:36:00 am,1505.85525,1455.0,26.18433,313209.48089999997
10/14/2024 7:38:00 am,1504.32075,1455.0,26.18433,314713.80165
10/14/2024 7:40:00 am,1511.4495000000002,1455.0,26.18433,316225.25114999997
10/14/2024 7:42:00 am,1509.18075,1455.0,26.18433,317734.43189999997
10/14/2024 7:44:00 am,1509.678,1455.0,26.18433,319244.1099
10/14/2024 7:46:00 am,1503.5655,1455.0,26.18433,320747.6754
10/14/2024 7:48:00 am,1506.306,1455.0,26.18433,322253.9814
10/14/2024 7:52:00 am,1502.8785,1455.0,26.18433,323756.8599
10/14/2024 7:54:00 am,1508.61,1455.0,26.18433,325265.46989999997
10/14/2024 7:56:00 am,1507.6915000000051,1455.0,26.18433,326773.1614
10/14/2024 7:58:00 am,1509.942,1455.0,26.18433,328283.10339999996
10/14/2024 8:00:00 am,1510.3380000000002,1455.0,26.18433,329793.44139999995
10/14/2024 8:02:00 am,1506.96075,1455.0,26.18433,331300.40215
10/14/2024 8:04:00 am,1509.27375,1455.0,26.18433,332809.6759
10/14/2024 8:06:00 am,1505.8425,1455.0,26.18433,334315.5184
10/14/2024 8:08:00 am,1510.521,1455.0,26.18433,335826.0394
10/14/2024 8:10:00 am,1505.16525,1455.0,26.18433,337331.20465
10/14/2024 8:12:00 am,1504.7692499999998,1455.0,26.18433,338835.97390000004
10/14/2024 8:16:00 am,1504.1835,1455.0,26.18433,340340.1574
10/14/2024 8:18:00 am,1507.299,1455.0,26.18433,341847.4564
10/14/2024 8:20:00 am,1509.389500000005,1455.0,26.18433,343356.8459
10/14/2024 8:22:00 am,1514.406,1455.0,26.18433,344871.25190000003
10/14/2024 8:24:00 am,1507.5405,1455.0,26.18433,346378.79240000003
10/14/2024 8:26:00 am,1509.02175,1455.0,26.18433,347887.81415000005
10/14/2024 8:28:00 am,1506.21075,1455.0,26.18433,349394.0249000001
10/14/2024 8:30:00 am,1506.084,1455.0,26.18433,350900.10890000005
10/14/2024 8:32:00 am,1506.47175,1455.0,26.18433,352406.5806500001
10/14/2024 8:34:00 am,1509.348,1455.0,26.18433,353915.9286500001
10/14/2024 8:38:00 am,1508.4555,1455.0,26.18433,355424.38415000006
10/14/2024 8:40:00 am,1502.436,1455.0,26.18433,356926.82015000004
10/14/2024 8:42:00 am,1501.86825,1455.0,26.18433,358428.68840000004
10/14/2024 8:44:00 am,1503.699675,1455.0,26.18433,359932.388075
10/14/2024 8:46:00 am,1504.914,1455.0,26.18433,361437.302075
10/14/2024 8:48:00 am,1498.60485,1455.0,26.18433,362935.906925
10/14/2024 8:50:00 am,1491.4254,1455.0,26.18433,364427.332325
10/14/2024 8:52:00 am,1502.874,1455.0,26.18433,365930.20632500004
10/14/2024 8:54:00 am,1497.153225,1455.0,26.18433,367427.35955000005
10/14/2024 8:56:00 am,1495.07025,1455.0,26.18433,368922.42980000004
10/14/2024 8:58:00 am,1496.945025,1455.0,26.18433,370419.37482500006
10/14/2024 9:02:00 am,1497.91395,1455.0,26.18433,371917.2887750001
10/14/2024 9:04:00 am,1493.8356,1455.0,26.18433,373411.1243750001
10/14/2024 9:06:00 am,1495.116675,1455.0,26.18433,374906.24105000007
10/14/2024 9:08:00 am,1490.82375,1455.0,26.18433,376397.06480000005
10/14/2024 9:10:00 am,1495.13685,1455.0,26.18433,377892.20165000006
10/14/2024 9:12:00 am,1500.072525,1455.0,26.18433,379392.2741750001
10/14/2024 9:14:00 am,1500.820575,1455.0,26.18433,380893.0947500001
10/14/2024 9:16:00 am,1497.578175,1455.0,26.18433,382390.6729250001
10/14/2024 9:18:00 am,1499.0887999999995,1455.0,26.18433,383889.7617250001
10/14/2024 9:20:00 am,1498.3209,1455.0,26.18433,385388.0826250001
10/14/2024 9:22:00 am,1506.456,1455.0,26.18433,386894.5386250001
10/14/2024 9:26:00 am,1512.53025,1455.0,26.18433,388407.0688750001
10/14/2024 9:28:00 am,1506.3494999999998,1455.0,26.18433,389913.4183750001
10/14/2024 9:30:00 am,1507.194,1455.0,26.18433,391420.61237500014
10/14/2024 9:32:00 am,1507.59375,1455.0,26.18433,392928.20612500014
10/14/2024 9:34:00 am,1509.498,1455.0,26.18433,394437.70412500016
10/14/2024 9:36:00 am,1507.0567500000002,1455.0,26.18433,395944.76087500015
10/14/2024 9:38:00 am,1504.1445,1455.0,26.18433,397448.90537500015
10/14/2024 9:40:00 am,1508.7869999999998,1455.0,26.18433,398957.69237500016
10/14/2024 9:42:00 am,1500.697699999995,1455.0,26.18433,400458.3900750002
10/14/2024 9:44:00 am,1501.4415,1455.0,26.18433,401959.8315750002
10/14/2024 9:46:00 am,1490.7168,1455.0,26.18433,403450.5483750002
10/14/2024 9:50:00 am,1495.07595,1455.0,26.18433,404945.6243250002
10/14/2024 9:52:00 am,1495.2435,1455.0,26.18433,406440.8678250002
10/14/2024 9:54:00 am,1492.92465,1455.0,26.18433,407933.7924750002
10/14/2024 9:56:00 am,1491.491175,1455.0,26.18433,409425.2836500002
10/14/2024 9:58:00 am,1498.02135,1455.0,26.18433,410923.30500000017
10/14/2024 10:00:00 am,1491.89505,1455.0,26.18433,412415.20005000016
10/14/2024 10:02:00 am,1491.1773,1455.0,26.18433,413906.37735000014
10/14/2024 10:04:00 am,1494.151875,1455.0,26.18433,415400.5292250001
10/14/2024 10:06:00 am,1500.765,1455.0,26.18433,416901.29422500014
10/14/2024 10:08:00 am,1493.847,1455.0,26.18433,418395.14122500014
10/14/2024 10:10:00 am,1494.1536,1455.0,26.18433,419889.29482500016
10/14/2024 10:14:00 am,1494.7206,1455.0,26.18433,421384.01542500017
10/14/2024 10:16:00 am,1495.75695,1455.0,26.18433,422879.7723750002
10/14/2024 10:18:00 am,1488.8503500000002,1455.0,26.18433,424368.6227250002
10/14/2024 10:20:00 am,1482.412425,1455.0,26.18433,425851.0351500002
10/14/2024 10:22:00 am,1483.484175,1455.0,26.18433,427334.5193250002
10/14/2024 10:24:00 am,1482.87405,1455.0,26.18433,428817.39337500016
10/14/2024 10:26:00 am,1484.4348,1455.0,26.18433,430301.82817500015
10/14/2024 10:28:00 am,1485.14475,1455.0,26.18433,431786.9729250001
10/14/2024 10:30:00 am,1483.5174000000002,1455.0,26.18433,433270.49032500014
10/14/2024 10:32:00 am,1485.49395,1455.0,26.18433,434755.9842750001
10/14/2024 10:34:00 am,1489.02255,1455.0,26.18433,436245.0068250001
10/14/2024 10:38:00 am,1487.00295,1455.0,26.18433,437732.0097750001
10/14/2024 10:40:00 am,1485.05895,1455.0,26.18433,439217.0687250001
10/14/2024 10:42:00 am,1480.96875,1455.0,26.18433,440698.0374750001
10/14/2024 10:44:00 am,1490.25495,1455.0,26.18433,442188.29242500005
10/14/2024 10:46:00 am,1487.9709,1455.0,26.18433,443676.26332500007
10/14/2024 10:48:00 am,1482.6672,1455.0,26.18433,445158.9305250001
10/14/2024 10:50:00 am,1473.9078,1455.0,26.18433,446632.8383250001
10/14/2024 10:52:00 am,1485.896325,1455.0,26.18433,448118.73465000006
10/14/2024 10:54:00 am,1480.96665,1455.0,26.18433,449599.7013000001
10/14/2024 10:56:00 am,1473.3981,1455.0,26.18433,451073.09940000006
10/14/2024 11:00:00 am,1473.05385,1455.0,26.18433,452546.1532500001
10/14/2024 11:02:00 am,1472.4123,1455.0,26.18433,454018.5655500001
10/14/2024 11:04:00 am,1469.27895,1455.0,26.18433,455487.8445000001
10/14/2024 11:06:00 am,1469.35665,1455.0,26.18433,456957.2011500001
10/14/2024 11:08:00 am,1475.9649,1455.0,26.18433,458433.1660500001
10/14/2024 11:10:00 am,1471.82025,1455.0,26.18433,459904.9863000001
10/14/2024 11:12:00 am,1476.83265,1455.0,26.18433,461381.8189500001
10/14/2024 11:14:00 am,1474.42215,1455.0,26.18433,462856.2411000001
10/14/2024 11:16:00 am,1478.046525,1455.0,26.18433,464334.2876250001
10/14/2024 11:18:00 am,1479.5601,1455.0,26.18433,465813.8477250001
10/14/2024 11:20:00 am,1482.645,1455.0,26.18433,467296.49272500013
10/14/2024 11:24:00 am,1478.5540500000002,1455.0,26.18433,468775.0467750001
10/14/2024 11:26:00 am,1472.84685,1455.0,26.18433,470247.8936250001
10/14/2024 11:28:00 am,1470.62865,1455.0,26.18433,471718.5222750001
10/14/2024 11:30:00 am,1474.7432500000004,1455.0,26.18433,473193.2655250001
10/14/2024 11:32:00 am,1466.50995,1455.0,26.18433,474659.7754750001
10/14/2024 11:34:00 am,1466.16225,1455.0,26.18433,476125.9377250001
10/14/2024 11:36:00 am,1472.29275,1455.0,26.18433,477598.2304750001
10/14/2024 11:38:00 am,1469.8888499999998,1455.0,26.18433,479068.1193250001
10/14/2024 11:40:00 am,1469.1655500000002,1455.0,26.18433,480537.28487500007
10/14/2024 11:42:00 am,1468.5234,1455.0,26.18433,482005.8082750001
10/14/2024 11:44:00 am,1467.67215,1455.0,26.18433,483473.4804250001
10/14/2024 11:48:00 am,1474.9377,1455.0,26.18433,484948.4181250001
10/14/2024 11:50:00 am,1469.2116,1455.0,26.18433,486417.62972500006
10/14/2024 11:52:00 am,1473.21765,1455.0,26.18433,487890.84737500007
10/14/2024 11:54:00 am,1459.79115,1455.0,26.18433,489350.6385250001
10/14/2024 11:56:00 am,1463.5043999999998,1455.0,26.18433,490814.14292500005
10/14/2024 11:58:00 am,1469.12385,1455.0,26.18433,492283.266775
10/14/2024 12:00:00 pm,1471.64415,1455.0,26.18433,493754.91092500003
10/14/2024 12:02:00 pm,1460.928225,1455.0,26.18433,495215.83915
10/14/2024 12:04:00 pm,1459.4175,1455.0,26.18433,496675.25665
10/14/2024 12:06:00 pm,1470.17265,1455.0,26.18433,498145.4293
10/14/2024 12:08:00 pm,1464.87675,1455.0,26.18433,499610.30605
10/14/2024 12:12:00 pm,1473.81705,1455.0,26.18433,501084.1231
10/14/2024 12:14:00 pm,1470.07545,1455.0,26.18433,502554.19855000003
10/14/2024 12:16:00 pm,1464.232125,1455.0,26.18433,504018.430675
10/14/2024 12:18:00 pm,1472.77665,1455.0,26.18433,505491.207325
10/14/2024 12:20:00 pm,1463.193,1455.0,26.18433,506954.40032500005
10/14/2024 12:22:00 pm,1468.2426,1455.0,26.18433,508422.64292500005
10/14/2024 12:24:00 pm,1470.8067,1455.0,26.18433,509893.44962500007
10/14/2024 12:26:00 pm,1461.7020499999994,1455.0,26.18433,511355.1516750001
10/14/2024 12:28:00 pm,1458.34125,1455.0,26.18433,512813.4929250001
10/14/2024 12:32:00 pm,1460.5143,1455.0,26.18433,514274.00722500007
10/14/2024 12:36:00 pm,1459.58295,1455.0,26.18433,515733.5901750001
10/14/2024 12:40:00 pm,1464.0694000000003,1455.0,26.18433,517197.65957500006
10/14/2024 12:42:00 pm,1459.96905,1455.0,26.18433,518657.62862500007
10/14/2024 12:44:00 pm,1464.21075,1455.0,26.18433,520121.8393750001
10/14/2024 12:46:00 pm,1456.74765,1455.0,26.18433,521578.5870250001
10/14/2024 12:48:00 pm,1457.88915,1455.0,26.18433,523036.4761750001
10/14/2024 12:50:00 pm,1460.60235,1455.0,26.18433,524497.078525
10/14/2024 12:52:00 pm,1457.331,1455.0,26.18433,525954.409525
10/14/2024 12:54:00 pm,1461.4515,1455.0,26.18433,527415.861025
10/14/2024 12:56:00 pm,1463.528925,1455.0,26.18433,528879.38995
10/14/2024 1:00:00 pm,1462.3325249999998,1455.0,26.18433,530341.722475
10/14/2024 1:02:00 pm,1461.21735,1455.0,26.18433,531802.939825
10/14/2024 1:04:00 pm,1460.969925,1455.0,26.18433,533263.90975
10/14/2024 1:06:00 pm,1462.519425,1455.0,26.18433,534726.4291749999
