Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,accumulated_sum,total_volume
10/14/2024 1:04:00 am,1472.58075,1455.0,26.18433,45597.66095,33658.21893457086
10/14/2024 1:06:00 am,1480.91055,1455.0,26.18433,47078.5715,34751.36297915405
10/14/2024 1:10:00 am,1479.431925,1455.0,26.18433,48558.003424999995,35843.415566786694
10/14/2024 1:12:00 am,1478.5734,1455.0,26.18433,50036.576825,36934.83442843847
10/14/2024 1:14:00 am,1489.563375,1455.0,26.18433,51526.140199999994,38034.36561376933
10/14/2024 1:16:00 am,1485.97815,1455.0,26.18433,53012.11835,39131.250341245446
10/14/2024 1:18:00 am,1495.8405,1455.0,26.18433,54507.958849999995,40235.41502845179
10/14/2024 1:20:00 am,1483.7355,1455.0,26.18433,55991.69435,41330.64432880464
10/14/2024 1:22:00 am,1483.10655,1455.0,26.18433,57474.800899999995,42425.40936550103
10/14/2024 1:24:00 am,1480.998,1455.0,26.18433,58955.798899999994,43518.61796188763
10/14/2024 1:26:00 am,1484.2278,1455.0,26.18433,60440.026699999995,44614.210656783885
10/14/2024 1:28:00 am,1483.03725,1455.0,26.18433,61923.063949999996,45708.92453922096
10/14/2024 1:32:00 am,1486.01595,1455.0,26.18433,63409.0799,46805.83716902033
10/14/2024 1:34:00 am,1479.3629999999998,1455.0,26.18433,64888.442899999995,47897.83887920243
10/14/2024 1:36:00 am,1486.06005,1455.0,26.18433,66374.50295,48994.784061712264
10/14/2024 1:38:00 am,1485.19875,1455.0,26.18433,67859.70169999999,50091.09346985638
10/14/2024 1:40:00 am,1485.616275,1455.0,26.18433,69345.31797499998,51187.71107687667
10/14/2024 1:42:00 am,1483.25775,1455.0,26.18433,70828.57572499999,52282.5877228661
10/14/2024 1:44:00 am,1486.8786,1455.0,26.18433,72315.45432499998,53380.137123542714
10/14/2024 1:46:00 am,1485.5124,1455.0,26.18433,73800.96672499999,54476.6780545358
10/14/2024 1:48:00 am,1486.0324500000002,1455.0,26.18433,75286.99917499999,55573.602863920714
10/14/2024 1:50:00 am,1490.4234,1455.0,26.18433,76777.42257499999,56673.76888246749
10/14/2024 1:52:00 am,1486.7442,1455.0,26.18433,78264.16677499999,57771.21907488364
10/14/2024 1:56:00 am,1487.2313250000002,1455.0,26.18433,79751.39809999999,58869.02884188226
10/14/2024 1:58:00 am,1489.6707,1455.0,26.18433,81241.0688,59968.63924988096
10/14/2024 2:00:00 am,1486.36725,1455.0,26.18433,82727.43604999999,61065.811194129026
10/14/2024 2:02:00 am,1489.1514,1455.0,26.18433,84216.58744999999,62165.03827735341
10/14/2024 2:04:00 am,1488.556725,1455.0,26.18433,85705.144175,63263.82639724222
10/14/2024 2:06:00 am,1486.4583,1455.0,26.18433,87191.60247499999,64361.065550657826
10/14/2024 2:08:00 am,1483.5015,1455.0,26.18433,88675.10397499999,65456.12212234287
10/14/2024 2:10:00 am,1491.7167,1455.0,26.18433,90166.820675,66557.24279894977
10/14/2024 2:12:00 am,1488.820725,1455.0,26.18433,91655.6414,67656.22579220738
10/14/2024 2:14:00 am,1493.08005,1455.0,26.18433,93148.72145,68758.35283475122
10/14/2024 2:16:00 am,1490.81865,1455.0,26.18433,94639.5401,69858.81060973367
10/14/2024 2:20:00 am,1485.033,1455.0,26.18433,96124.5731,70954.99766840477
10/14/2024 2:22:00 am,1487.5715249999998,1455.0,26.18433,97612.144625,72053.05855631274
10/14/2024 2:24:00 am,1490.294025,1455.0,26.18433,99102.43865,73153.12907583645
10/14/2024 2:26:00 am,1497.4503,1455.0,26.18433,100599.88895,74258.48204769846
10/14/2024 2:28:00 am,1492.20525,1455.0,26.18433,102092.09419999999,75359.96335076113
10/14/2024 2:30:00 am,1488.551475,1455.0,26.18433,103580.64567499999,76458.74759532727
10/14/2024 2:32:00 am,1494.92205,1455.0,26.18433,105075.56772499999,77562.2343225125
10/14/2024 2:34:00 am,1495.3194,1455.0,26.18433,106570.88712499998,78666.01435626247
10/14/2024 2:36:00 am,1495.4005000000006,1455.0,26.18433,108066.28762499998,79769.85425452082
10/14/2024 2:38:00 am,1502.5035,1455.0,26.18433,109568.79112499999,80878.93727981928
10/14/2024 2:40:00 am,1497.111975,1455.0,26.18433,111065.9031,81984.04051481577
10/14/2024 2:44:00 am,1496.76015,1455.0,26.18433,112562.66325,83088.88404783128
10/14/2024 2:46:00 am,1487.9634,1455.0,26.18433,114050.62664999999,84187.23420089605
10/14/2024 2:48:00 am,1492.6827,1455.0,26.18433,115543.30935,85289.06793687514
10/14/2024 2:50:00 am,1495.9545,1455.0,26.18433,117039.26385,86393.31677394529
10/14/2024 2:52:00 am,1500.245175,1455.0,26.18433,118539.509025,87500.73280151423
10/14/2024 2:54:00 am,1499.886525,1455.0,26.18433,120039.39555,88607.88408918268
10/14/2024 2:56:00 am,1499.8269,1455.0,26.18433,121539.22245,89714.99136425792
10/14/2024 2:58:00 am,1487.34795,1455.0,26.18433,123026.5704,90812.88721878167
10/14/2024 3:00:00 am,1493.147149999999,1455.0,26.18433,124519.71755,91915.06379164009
10/14/2024 3:02:00 am,1498.17795,1455.0,26.18433,126017.8955,93020.95388322485
10/14/2024 3:04:00 am,1498.7139,1455.0,26.18433,127516.6094,94127.23958989298
10/14/2024 3:08:00 am,1491.09975,1455.0,26.18433,129007.70915,95227.90486072381
10/14/2024 3:10:00 am,1494.8061,1455.0,26.18433,130502.51525,96331.30599863967
10/14/2024 3:12:00 am,1495.0195000000006,1455.0,26.18433,131997.53475,97434.86465919531
10/14/2024 3:14:00 am,1491.4932,1455.0,26.18433,133489.02795,98535.82035777975
10/14/2024 3:16:00 am,1489.70955,1455.0,26.18433,134978.7375,99635.45944316624
10/14/2024 3:18:00 am,1494.015,1455.0,26.18433,136472.7525,100738.27662531675
10/14/2024 3:20:00 am,1493.653875,1455.0,26.18433,137966.406375,101840.82724062896
10/14/2024 3:22:00 am,1487.6867000000009,1455.0,26.18433,139454.09307499998,102938.97314573484
10/14/2024 3:24:00 am,1485.35145,1455.0,26.18433,140939.44452499997,104035.39527040704
10/14/2024 3:26:00 am,1489.0540500000002,1455.0,26.18433,142428.49857499998,105134.55049407668
10/14/2024 3:28:00 am,1484.362875,1455.0,26.18433,143912.86144999997,106230.2428954892
10/14/2024 3:32:00 am,1492.3901999999998,1455.0,26.18433,145405.25164999996,107331.86072063353
10/14/2024 3:34:00 am,1484.5695,1455.0,26.18433,146889.82114999997,108427.70564367418
10/14/2024 3:36:00 am,1492.2572500000006,1455.0,26.18433,148382.07839999997,109529.22533088525
10/14/2024 3:38:00 am,1482.62295,1455.0,26.18433,149864.70134999996,110623.63339500151
10/14/2024 3:40:00 am,1487.4051,1455.0,26.18433,151352.10644999996,111721.57143518068
10/14/2024 3:42:00 am,1483.8156,1455.0,26.18433,152835.92204999996,112816.85986188521
10/14/2024 3:44:00 am,1486.213875,1455.0,26.18433,154322.13592499995,113913.91859134941
10/14/2024 3:46:00 am,1483.77675,1455.0,26.18433,155805.91267499994,115009.17834066613
10/14/2024 3:48:00 am,1488.666675,1455.0,26.18433,157294.57934999993,116108.04762088408
10/14/2024 3:50:00 am,1493.8242,1455.0,26.18433,158788.40354999993,117210.72396273623
10/14/2024 3:54:00 am,1493.68425,1455.0,26.18433,160282.08779999992,118313.2969995582
10/14/2024 3:56:00 am,1502.44875,1455.0,26.18433,161784.53654999993,119422.33961077733
10/14/2024 3:58:00 am,1498.968,1455.0,26.18433,163283.50454999993,120528.81288306293
10/14/2024 4:00:00 am,1502.763,1455.0,26.18433,164786.26754999993,121638.08746002504
10/14/2024 4:02:00 am,1501.42275,1455.0,26.18433,166287.69029999993,122746.37272246995
10/14/2024 4:04:00 am,1506.29625,1455.0,26.18433,167793.98654999994,123858.25539159235
10/14/2024 4:06:00 am,1509.4995,1455.0,26.18433,169303.48604999995,124972.502561164
10/14/2024 4:08:00 am,1505.0895,1455.0,26.18433,170808.57554999995,126083.49445968865
10/14/2024 4:10:00 am,1502.928400000005,1455.0,26.18433,172311.50394999995,127192.89112776893
10/14/2024 4:12:00 am,1502.781525,1455.0,26.18433,173814.28547499995,128302.1793790839
10/14/2024 4:14:00 am,1503.28725,1455.0,26.18433,175317.57272499995,129411.84093469597
10/14/2024 4:18:00 am,1499.2581,1455.0,26.18433,176816.83082499995,130518.52834624024
10/14/2024 4:20:00 am,1492.1237999999998,1455.0,26.18433,178308.95462499995,131619.9495264397
10/14/2024 4:22:00 am,1492.8746500000009,1455.0,26.18433,179801.82927499997,132721.92495159738
10/14/2024 4:24:00 am,1492.0854,1455.0,26.18433,181293.91467499998,133823.31778657954
10/14/2024 4:26:00 am,1495.808475,1455.0,26.18433,182789.72314999998,134927.4588343176
10/14/2024 4:28:00 am,1498.665,1455.0,26.18433,184288.38814999998,136033.7084451231
10/14/2024 4:30:00 am,1492.75695,1455.0,26.18433,185781.1451,137135.59698923718
10/14/2024 4:32:00 am,1494.965925,1455.0,26.18433,187276.111025,138239.11610304762
10/14/2024 4:34:00 am,1494.3984499999997,1455.0,26.18433,188770.509475,139342.21633138473
10/14/2024 4:36:00 am,1499.1129,1455.0,26.18433,190269.622375,140448.79656257617
10/14/2024 4:38:00 am,1497.22545,1455.0,26.18433,191766.847825,141553.98355990418
10/14/2024 4:42:00 am,1498.683,1455.0,26.18433,193265.530825,142660.24645753027
10/14/2024 4:44:00 am,1496.07675,1455.0,26.18433,194761.607575,143764.585534257
10/14/2024 4:46:00 am,1496.3382499999996,1455.0,26.18433,196257.945825,144869.11763896077
10/14/2024 4:48:00 am,1499.613225,1455.0,26.18433,197757.55905,145976.06718840313
10/14/2024 4:50:00 am,1497.04725,1455.0,26.18433,199254.6063,147081.12264620722
10/14/2024 4:52:00 am,1499.6772,1455.0,26.18433,200754.28350000002,148188.11941922447
10/14/2024 4:54:00 am,1501.830825,1455.0,26.18433,202256.11432500003,149296.70590496474
10/14/2024 4:56:00 am,1496.9418,1455.0,26.18433,203753.05612500003,150401.6835241448
10/14/2024 4:58:00 am,1501.5615750000002,1455.0,26.18433,205254.61770000003,151510.0712611936
10/14/2024 5:00:00 am,1490.29995,1455.0,26.18433,206744.91765000002,152610.14615429577
10/14/2024 5:02:00 am,1495.666725,1455.0,26.18433,208240.584375,153714.18256832156
10/14/2024 5:06:00 am,1494.1011,1455.0,26.18433,209734.685475,154817.06330576394
10/14/2024 5:08:00 am,1487.277975,1455.0,26.18433,211221.96345,155914.90750777262
10/14/2024 5:10:00 am,1486.9775500000003,1455.0,26.18433,212708.94100000002,157012.5299490547
10/14/2024 5:12:00 am,1491.5076749999998,1455.0,26.18433,214200.44867500002,158113.49633245738
10/14/2024 5:14:00 am,1489.0185,1455.0,26.18433,215689.46717500003,159212.62531465635
10/14/2024 5:16:00 am,1489.93635,1455.0,26.18433,217179.40352500003,160312.4318139824
10/14/2024 5:18:00 am,1491.3432,1455.0,26.18433,218670.74672500003,161413.27678906184
10/14/2024 5:20:00 am,1489.30365,1455.0,26.18433,220160.05037500002,162512.61625664379
10/14/2024 5:22:00 am,1491.3082000000004,1455.0,26.18433,221651.35857500002,163613.43539623872
10/14/2024 5:24:00 am,1494.100575,1455.0,26.18433,223145.45915,164716.31574614882
10/14/2024 5:26:00 am,1489.642725,1455.0,26.18433,224635.10187500002,165815.90550421382
10/14/2024 5:30:00 am,1496.792325,1455.0,26.18433,226131.8942,166920.77278742116
10/14/2024 5:32:00 am,1499.397525,1455.0,26.18433,227631.29172500002,168027.5631164633
10/14/2024 5:34:00 am,1495.15935,1455.0,26.18433,229126.45107500002,169131.22500823348
10/14/2024 5:36:00 am,1494.180225,1455.0,26.18433,230620.6313,170234.16415232472
10/14/2024 5:38:00 am,1498.98255,1455.0,26.18433,232119.61385,171340.6481647903
10/14/2024 5:40:00 am,1496.798025,1455.0,26.18433,233616.411875,172445.51965549082
10/14/2024 5:42:00 am,1500.707925,1455.0,26.18433,235117.1198,173553.27726507265
10/14/2024 5:44:00 am,1503.559699999995,1455.0,26.18433,236620.67949999997,174663.13993147764
10/14/2024 5:46:00 am,1500.8355,1455.0,26.18433,238121.51499999996,175770.99171140048
10/14/2024 5:48:00 am,1508.4495000000002,1455.0,26.18433,239629.96449999994,176884.4638164371
10/14/2024 5:50:00 am,1502.82675,1455.0,26.18433,241132.79124999995,177993.78545088883
10/14/2024 5:54:00 am,1499.530725,1455.0,26.18433,242632.32197499994,179100.67410240343
10/14/2024 5:56:00 am,1502.86185,1455.0,26.18433,244135.18382499993,180210.02164615534
10/14/2024 5:58:00 am,1503.507499999995,1455.0,26.18433,245638.69132499993,181319.84578078057
10/14/2024 6:00:00 am,1505.94975,1455.0,26.18433,247144.64107499993,182431.4726786064
10/14/2024 6:02:00 am,1501.8015,1455.0,26.18433,248646.44257499994,183540.03751790145
10/14/2024 6:04:00 am,1501.19775,1455.0,26.18433,250147.64032499993,184648.15669508887
10/14/2024 6:06:00 am,1505.10075,1455.0,26.18433,251652.74107499994,185759.1568978764
10/14/2024 6:08:00 am,1503.819499999995,1455.0,26.18433,253156.56057499992,186869.21133739204
10/14/2024 6:10:00 am,1501.0725,1455.0,26.18433,254657.63307499993,187977.2380604528
10/14/2024 6:12:00 am,1501.39575,1455.0,26.18433,256159.02882499993,189085.5033926668
10/14/2024 6:16:00 am,1500.1491,1455.0,26.18433,257659.17792499994,190192.8485018308
10/14/2024 6:18:00 am,1502.8515,1455.0,26.18433,259162.02942499993,191302.18840566085
10/14/2024 6:20:00 am,1502.915325,1455.0,26.18433,260664.94474999994,192411.57542234228
10/14/2024 6:22:00 am,1502.34525,1455.0,26.18433,262167.2899999999,193520.54163434295
10/14/2024 6:24:00 am,1499.9128500000002,1455.0,26.18433,263667.20284999994,194627.71235398654
10/14/2024 6:26:00 am,1499.6205,1455.0,26.18433,265166.82334999996,195734.66727351892
10/14/2024 6:28:00 am,1502.327925,1455.0,26.18433,266669.15127499995,196843.62069695475
10/14/2024 6:30:00 am,1497.567225,1455.0,26.18433,268166.71849999996,197949.05997778891
10/14/2024 6:32:00 am,1502.810200000005,1455.0,26.18433,269669.52869999997,199058.36939574726
10/14/2024 6:34:00 am,1499.35245,1455.0,26.18433,271168.88115,200165.1264523762
10/14/2024 6:36:00 am,1497.870675,1455.0,26.18433,272666.751825,201270.78972686097
10/14/2024 6:40:00 am,1500.362925,1455.0,26.18433,274167.11475,202378.29267238133
10/14/2024 6:42:00 am,1497.84165,1455.0,26.18433,275664.9564,203483.9345218679
10/14/2024 6:44:00 am,1500.87585,1455.0,26.18433,277165.83225000004,204591.8160864136
10/14/2024 6:46:00 am,1495.483425,1455.0,26.18433,278661.315675,205695.71719631628
10/14/2024 6:48:00 am,1501.6862999999998,1455.0,26.18433,280163.001975,206804.1969999595
10/14/2024 6:50:00 am,1498.957575,1455.0,26.18433,281661.95955,207910.6625769615
10/14/2024 6:52:00 am,1499.0626499999998,1455.0,26.18433,283161.0222,209017.20571577875
10/14/2024 6:54:00 am,1501.716075,1455.0,26.18433,284662.738275,210125.7074980377
10/14/2024 6:56:00 am,1503.174,1455.0,26.18433,286165.912275,211235.2854574035
10/14/2024 6:58:00 am,1501.81275,1455.0,26.18433,287667.725025,212343.85860096142
10/14/2024 7:00:00 am,1502.2095,1455.0,26.18433,289169.934525,213452.72460819007
10/14/2024 7:04:00 am,1499.711925,1455.0,26.18433,290669.64645,214559.7470136987
10/14/2024 7:06:00 am,1503.07275,1455.0,26.18433,292172.7192,215669.25023469864
10/14/2024 7:08:00 am,1502.3973,1455.0,26.18433,293675.1165,216778.25486775555
10/14/2024 7:10:00 am,1504.506,1455.0,26.18433,295179.6225,217888.81605184576
10/14/2024 7:12:00 am,1497.99765,1455.0,26.18433,296677.62015,218994.57305377748
10/14/2024 7:14:00 am,1501.6818,1455.0,26.18433,298179.30195,220103.04953571557
10/14/2024 7:16:00 am,1499.877,1455.0,26.18433,299679.17895,221210.19379244145
10/14/2024 7:18:00 am,1503.0682499999998,1455.0,26.18433,301182.2472,222319.69369173623
10/14/2024 7:20:00 am,1500.6610999999948,1455.0,26.18433,302682.90829999995,223427.41673713058
10/14/2024 7:22:00 am,1500.52455,1455.0,26.18433,304183.4328499999,224535.03898722754
10/14/2024 7:24:00 am,1503.3765,1455.0,26.18433,305686.80934999994,225644.7664233251
10/14/2024 7:28:00 am,1502.0775,1455.0,26.18433,307188.88684999995,226753.53499386937
10/14/2024 7:30:00 am,1505.0355,1455.0,26.18433,308693.92234999995,227864.48703193222
10/14/2024 7:32:00 am,1501.598800000005,1455.0,26.18433,310195.5211499999,228972.90224686416
10/14/2024 7:34:00 am,1508.1045,1455.0,26.18433,311703.62564999994,230086.11968783932
10/14/2024 7:36:00 am,1505.85525,1455.0,26.18433,313209.48089999997,231197.676829857
10/14/2024 7:38:00 am,1504.32075,1455.0,26.18433,314713.80165,232308.10127041853
10/14/2024 7:40:00 am,1511.4495000000002,1455.0,26.18433,316225.25114999997,233423.78784555517
10/14/2024 7:42:00 am,1509.18075,1455.0,26.18433,317734.43189999997,234537.7997276787
10/14/2024 7:44:00 am,1509.678,1455.0,26.18433,319244.1099,235652.17865822132
10/14/2024 7:46:00 am,1503.5655,1455.0,26.18433,320747.6754,236762.0456059352
10/14/2024 7:48:00 am,1506.306,1455.0,26.18433,322253.9814,237873.93547208537
10/14/2024 7:52:00 am,1502.8785,1455.0,26.18433,323756.8599,238983.29530614632
10/14/2024 7:54:00 am,1508.61,1455.0,26.18433,325265.46989999997,240096.8858853333
10/14/2024 7:56:00 am,1507.6915000000051,1455.0,26.18433,326773.1614,241209.79846759138
10/14/2024 7:58:00 am,1509.942,1455.0,26.18433,328283.10339999996,242324.37227150274
10/14/2024 8:00:00 am,1510.3380000000002,1455.0,26.18433,329793.44139999995,243439.23838546735
10/14/2024 8:02:00 am,1506.96075,1455.0,26.18433,331300.40215,244551.6115597169
10/14/2024 8:04:00 am,1509.27375,1455.0,26.18433,332809.6759,245665.6920904135
10/14/2024 8:06:00 am,1505.8425,1455.0,26.18433,334315.5184,246777.2398209333
10/14/2024 8:08:00 am,1510.521,1455.0,26.18433,335826.0394,247892.24101757398
10/14/2024 8:10:00 am,1505.16525,1455.0,26.18433,337331.20465,249003.28883146867
10/14/2024 8:12:00 am,1504.7692499999998,1455.0,26.18433,338835.97390000004,250114.04433531017
10/14/2024 8:16:00 am,1504.1835,1455.0,26.18433,340340.1574,251224.3674638646
10/14/2024 8:18:00 am,1507.299,1455.0,26.18433,341847.4564,252336.9903196179
10/14/2024 8:20:00 am,1509.389500000005,1455.0,26.18433,343356.8459,253451.15629195253
10/14/2024 8:22:00 am,1514.406,1455.0,26.18433,344871.25190000003,254569.02522737277
10/14/2024 8:24:00 am,1507.5405,1455.0,26.18433,346378.79240000003,255681.8263479691
10/14/2024 8:26:00 am,1509.02175,1455.0,26.18433,347887.81415000005,256795.72086317735
10/14/2024 8:28:00 am,1506.21075,1455.0,26.18433,349394.0249000001,257907.5404199019
10/14/2024 8:30:00 am,1506.084,1455.0,26.18433,350900.10890000005,259019.26641526466
10/14/2024 8:32:00 am,1506.47175,1455.0,26.18433,352406.5806500001,260131.27863088791
10/14/2024 8:34:00 am,1509.348,1455.0,26.18433,353915.9286500001,261245.41396971952
10/14/2024 8:38:00 am,1508.4555,1455.0,26.18433,355424.38415000006,262358.89050369634
10/14/2024 8:40:00 am,1502.436,1455.0,26.18433,356926.82015000004,263467.92370341753
10/14/2024 8:42:00 am,1501.86825,1455.0,26.18433,358428.68840000004,264576.53781467234
10/14/2024 8:44:00 am,1503.699675,1455.0,26.18433,359932.388075,265686.5038045614
10/14/2024 8:46:00 am,1504.914,1455.0,26.18433,361437.302075,266797.36615658517
10/14/2024 8:48:00 am,1498.60485,1455.0,26.18433,362935.906925,267903.57136726513
10/14/2024 8:50:00 am,1491.4254,1455.0,26.18433,364427.332325,269004.47701882536
10/14/2024 8:52:00 am,1502.874,1455.0,26.18433,365930.20632500004,270113.83353118115
10/14/2024 8:54:00 am,1497.153225,1455.0,26.18433,367427.35955000005,271218.9672151415
10/14/2024 8:56:00 am,1495.07025,1455.0,26.18433,368922.42980000004,272322.5633371497
10/14/2024 8:58:00 am,1496.945025,1455.0,26.18433,370419.37482500006,273427.5433368851
10/14/2024 9:02:00 am,1497.91395,1455.0,26.18433,371917.2887750001,274533.2385551011
10/14/2024 9:04:00 am,1493.8356,1455.0,26.18433,373411.1243750001,275635.92331193964
10/14/2024 9:06:00 am,1495.116675,1455.0,26.18433,374906.24105000007,276739.5537028726
10/14/2024 9:08:00 am,1490.82375,1455.0,26.18433,376397.06480000005,277840.0152424542
10/14/2024 9:10:00 am,1495.13685,1455.0,26.18433,377892.20165000006,278943.6605256986
10/14/2024 9:12:00 am,1500.072525,1455.0,26.18433,379392.2741750001,280050.94911051326
10/14/2024 9:14:00 am,1500.820575,1455.0,26.18433,380893.0947500001,281158.7898734474
10/14/2024 9:16:00 am,1497.578175,1455.0,26.18433,382390.6729250001,282264.2372370974
10/14/2024 9:18:00 am,1499.0887999999995,1455.0,26.18433,383889.7617250001,283370.7996787124
10/14/2024 9:20:00 am,1498.3209,1455.0,26.18433,385388.0826250001,284476.7952897974
10/14/2024 9:22:00 am,1506.456,1455.0,26.18433,386894.5386250001,285588.7958794526
10/14/2024 9:26:00 am,1512.53025,1455.0,26.18433,388407.0688750001,286705.2802174428
10/14/2024 9:28:00 am,1506.3494999999998,1455.0,26.18433,389913.4183750001,287817.20219340944
10/14/2024 9:30:00 am,1507.194,1455.0,26.18433,391420.61237500014,288929.7475427093
10/14/2024 9:32:00 am,1507.59375,1455.0,26.18433,392928.20612500014,290042.5879701499
10/14/2024 9:34:00 am,1509.498,1455.0,26.18433,394437.70412500016,291156.8340324865
10/14/2024 9:36:00 am,1507.0567500000002,1455.0,26.18433,395944.76087500015,292269.2780697792
10/14/2024 9:38:00 am,1504.1445,1455.0,26.18433,397448.90537500015,293379.5724102224
10/14/2024 9:40:00 am,1508.7869999999998,1455.0,26.18433,398957.69237500016,294493.2936431453
10/14/2024 9:42:00 am,1500.697699999995,1455.0,26.18433,400458.3900750002,295601.0437050749
10/14/2024 9:44:00 am,1501.4415,1455.0,26.18433,401959.8315750002,296709.34280795796
10/14/2024 9:46:00 am,1490.7168,1455.0,26.18433,403450.5483750002,297809.7254016805
10/14/2024 9:50:00 am,1495.07595,1455.0,26.18433,404945.6243250002,298913.3257311819
10/14/2024 9:52:00 am,1495.2435,1455.0,26.18433,406440.8678250002,300017.04973883834
10/14/2024 9:54:00 am,1492.92465,1455.0,26.18433,407933.7924750002,301119.06207183097
10/14/2024 9:56:00 am,1491.491175,1455.0,26.18433,409425.2836500002,302220.0162756481
10/14/2024 9:58:00 am,1498.02135,1455.0,26.18433,410923.30500000017,303325.79077189363
10/14/2024 10:00:00 am,1491.89505,1455.0,26.18433,412415.20005000016,304427.04309874796
10/14/2024 10:02:00 am,1491.1773,1455.0,26.18433,413906.37735000014,305527.7656136308
10/14/2024 10:04:00 am,1494.151875,1455.0,26.18433,415400.5292250001,306630.68383097963
10/14/2024 10:06:00 am,1500.765,1455.0,26.18433,416901.29422500014,307738.48357085517
10/14/2024 10:08:00 am,1493.847,1455.0,26.18433,418395.14122500014,308841.1767426801
10/14/2024 10:10:00 am,1494.1536,1455.0,26.18433,419889.29482500016,309944.0962333492
10/14/2024 10:14:00 am,1494.7206,1455.0,26.18433,421384.01542500017,311047.43425886723
10/14/2024 10:16:00 am,1495.75695,1455.0,26.18433,422879.7723750002,312151.5372730813
10/14/2024 10:18:00 am,1488.8503500000002,1455.0,26.18433,424368.6227250002,313250.54213423113
10/14/2024 10:20:00 am,1482.412425,1455.0,26.18433,425851.0351500002,314344.79479790817
10/14/2024 10:22:00 am,1483.484175,1455.0,26.18433,427334.5193250002,315439.83858102834
10/14/2024 10:24:00 am,1482.87405,1455.0,26.18433,428817.39337500016,316534.43199629197
10/14/2024 10:26:00 am,1484.4348,1455.0,26.18433,430301.82817500015,317630.1774896251
10/14/2024 10:28:00 am,1485.14475,1455.0,26.18433,431786.9729250001,318726.44703730743
10/14/2024 10:30:00 am,1483.5174000000002,1455.0,26.18433,433270.49032500014,319821.515345684
10/14/2024 10:32:00 am,1485.49395,1455.0,26.18433,434755.9842750001,320918.042657686
10/14/2024 10:34:00 am,1489.02255,1455.0,26.18433,436245.0068250001,322017.1746294196
10/14/2024 10:38:00 am,1487.00295,1455.0,26.18433,437732.0097750001,323114.8158198818
10/14/2024 10:40:00 am,1485.05895,1455.0,26.18433,439217.0687250001,324211.0220337193
10/14/2024 10:42:00 am,1480.96875,1455.0,26.18433,440698.0374750001,325304.2090390224
10/14/2024 10:44:00 am,1490.25495,1455.0,26.18433,442188.29242500005,326404.250715073
10/14/2024 10:46:00 am,1487.9709,1455.0,26.18433,443676.26332500007,327502.60640431306
10/14/2024 10:48:00 am,1482.6672,1455.0,26.18433,445158.9305250001,328597.0471318633
10/14/2024 10:50:00 am,1473.9078,1455.0,26.18433,446632.8383250001,329685.02204961557
